R10 台北車站 台北市中正區忠孝西路一段49號 25.046255 121.517532 https://www.google.com.tw/maps/place/%E8%87%BA%E5%8C%97%E8%BB%8A%E7%AB%99/@25.0477942,121.514765,17z/data=!3m1!4b1!4m5!3m4!1s0x3442a9727e339109:0xc34a31ce3a4abecb!8m2!3d25.0477942!4d121.5169537?hl=zh-TW
O07 忠孝新生 台北市大安區新生南路一段67號 25.042356 121.532905 https://www.google.com.tw/maps/place/%E5%BF%A0%E5%AD%9D%E6%96%B0%E7%94%9F%E7%AB%99/@25.0417882,121.5306637,17z/data=!3m1!4b1!4m5!3m4!1s0x3442a97cf27d107d:0x8d0c2d56abf6a120!8m2!3d25.0417882!4d121.5328524?hl=zh-TW
BL11 西門 台北市中正區寶慶路32之1號 25.04209 121.508303 https://www.google.com.tw/maps/place/%E6%8D%B7%E9%81%8B%E8%A5%BF%E9%96%80%E7%AB%99/@25.0421884,121.5061108,17z/data=!3m1!4b1!4m5!3m4!1s0x3442a909804e4613:0x82ad6129e5d1e9b7!8m2!3d25.0421884!4d121.5082995?hl=zh-TW
BL13 善導寺 台北市中正區忠孝東路一段58號 25.044823 121.523208 https://www.google.com.tw/maps/place/%E5%96%84%E5%B0%8E%E5%AF%BA%E7%AB%99/@25.0451224,121.5207097,17z/data=!3m1!4b1!4m5!3m4!1s0x3442a9704b5a7169:0x3a2384e16afb3b12!8m2!3d25.0451224!4d121.5228984?hl=zh-TW
BL16 忠孝敦化 台北市大安區忠孝東路四段182號 25.041478 121.551098 https://www.google.com.tw/maps/place/%E5%BF%A0%E5%AD%9D%E6%95%A6%E5%8C%96%E7%AB%99/@25.0413698,121.5483041,17z/data=!3m1!4b1!4m5!3m4!1s0x3442abc50ad89187:0xd1bbed18c5665961!8m2!3d25.0413698!4d121.5504928?hl=zh-TW
O54 蘆洲 新北市蘆洲區三民路386號 25.091554 121.464471 https://www.google.com.tw/maps/place/%E6%8D%B7%E9%81%8B%E8%98%86%E6%B4%B2%E7%AB%99/@25.0911488,121.4626798,17z/data=!3m1!4b1!4m5!3m4!1s0x3442a8b4c5a06177:0xd08e4d2968734fd8!8m2!3d25.0911488!4d121.4648685?hl=zh-TW
R13 民權西路 台北市大同區民權西路72號 25.062905 121.51932 https://www.google.com.tw/maps/place/%E5%8F%B0%E5%8C%97%E5%B8%82%E6%B0%91%E6%AC%8A%E8%A5%BF%E8%B7%AF/@25.0630612,121.5134903,17z/data=!3m1!4b1!4m5!3m4!1s0x3442a940c034c40d:0xa1a8834a21c3061e!8m2!3d25.0630612!4d121.515679?hl=zh-TW
